Filename,Detected_Language,Whisper_Text,CMU_Raw_Text,Text_Similarity,CMU_Raw_Audio,Start_Time,Stop_Time,Source,Emotion
221153[16],en,That's what the whole Graceland part is about.,"['do' 'sp' ""that's"" 'what' 'umm' 'sp' 'the' 'whole' 'graceland' 'part'
 'sp' 'is' 'about' 'sp']",0.86,221153,41.0979591837,45.9591836735,CMU-MOSEI,neutral
222247[9],en,Robert Redford decides to do something about it and takes command and runs the military prison as sort of a military camp.,"['sp' 'uhh' 'sp' 'robert' 'redford' 'decides' 'sp' 'to' 'do' 'something'
 'about' 'it' 'sp' 'and' 'takes' 'command' 'and' 'runs' 'the' 'sp'
 'military' 'prison' 'as' 'sort' 'of' 'a' 'sp' 'military' 'camp' 'sp']",0.952,222247,49.529,59.039,CMU-MOSEI,neutral
223431[7],en,"I went to this movie and I was greatly disappointed. But maybe I should have end this point, because I should have expected much from it.","['uhh' 'sp' 'i' 'went' 'to' 'this' 'movie' 'and' 'i' 'was' 'greatly'
 'disappointed' 'sp' 'but' 'maybe' 'i' ""shouldn't"" 'have' 'been' 'at'
 'this' 'point' 'cause' 'i' ""shouldn't"" 'have' 'expected' 'much' 'from'
 'it' 'sp']",0.89198606271777,223431,8.642,17.574,CMU-MOSEI,neutral
223431[9],en,"It's pretty much the story of a ship crashing, a prototype of a ship crashing from the last one.","['sp' ""it's"" 'pretty' 'much' 'sp' 'the' 'story' 'of' 'sp' 'uhh' 'a' 'ship'
 'crashing' 'a' 'predator' 'ship' 'crashing' 'from' 'the' 'uhh' 'last'
 'sp' 'one' 'sp' 'crashes']",0.8585365853658536,223431,22.031,28.828,CMU-MOSEI,neutral
22373[0],en,Right here with me today I have the DVD called the Ghost and the Darkness.,"['sp' 'hi' 'here' 'with' 'me' 'today' 'i' 'have' 'sp' 'the' 'called' 'the'
 'ghost' 'and' 'the' 'darkness' 'it' 'sp' 'has']",0.88,22373,1.478,6.359,CMU-MOSEI,neutral
22373[4],en,people there. So these people are a commission to hunt the animals. So,"['the' 'people' 'there' 'so' 'sp' 'these' 'people' 'are' 'commissioned'
 'to' 'hunt' 'the' 'animals' 'so' 'they' 'have']",0.868421052631579,22373,28.327,32.5,CMU-MOSEI,neutral
224263[10],en,"What can I say about this? It stars Jessica Alva and though she may be pretty, she's not the best actress.","['sp' 'what' 'can' 'i' 'say' 'about' 'this' 'sp' 'it' 'stars' 'jessica'
 'alba' 'sp' 'and' 'sp' 'though' 'she' 'may' 'be' 'pretty' 'sp' ""she's""
 'not' 'sp' 'the' 'best' 'sp' 'actress' 'sp']",0.9023255813953488,224263,8.722,20.477,CMU-MOSEI,neutral
224370[1],en,Here's a clip playing on the television screen.,"['sp' ""here's"" 'a' 'clip' 'clip' 'playing' 'on' 'the' 'television'
 'screen' 'sp']",0.8737864077669902,224370,7.255,10.27,CMU-MOSEI,neutral
224370[2],en,"single second, throwing a suitcase across the ground is very dramatic. Running across the ground is very dramatic.","['single' 'second' 'you' 'know' 'what' 'i' 'mean' 'like' 'sp' 'throwing'
 'a' 'sp' 'throwing' 'a' 'stutter' 'suitcase' 'across' 'the' 'grounds'
 'very' 'dramatic' 'running' 'across']",0.8833333333333333,224370,40.928,46.049,CMU-MOSEI,neutral
224772[0],en,"Hi, this is Dan with a review of the Golden Compass available in the theater's nation live. The Golden","['sp' 'hi' 'this' 'is' 'dan' 'with' 'a' 'review' 'of' 'the' 'golden'
 'compass' 'available' 'in' 'sp' 'theaters' 'nationwide' 'sp' 'the' 'sp'
 'golden']",0.8944723618090452,224772,0.58,5.481,CMU-MOSEI,neutral
224869[10],en,And it's really that story from cradle to grave. It works.,"['sp' 'umm' 'and' ""it's"" 'really' 'that' 'story' 'umm' 'sp' 'from'
 'cradle' 'to' 'grave' 'sp' 'it' 'works']",0.8503937007874016,224869,40.898,45.879,CMU-MOSEI,neutral
224869[9],en,There were 11 of them that were assassinated and Eric Bannis character and a group of other Israeli soldiers are hired to go and track down the Palestinians that are believed to have killed these 11 athletes.,"['olympians' 'sp' 'uhh' 'there' 'were' 'eleven' 'of' 'them' 'that' 'were'
 'assassinated' 'sp' 'and' 'sp' 'eric' 'character' 'sp' 'stutter' 'and'
 'a' 'group' 'of' 'sp' 'umm' 'other' 'israeli' 'soldiers' 'are' 'hired'
 'to' 'go' 'and' 'track' 'down' 'the' 'palestinians' 'sp' 'uhh' 'that'
 'are' 'believed' 'to' 'have' 'killed' 'sp' 'uhh' 'these' 'eleven'
 'athletes' 'sp' 'umm']",0.8722466960352423,224869,21.912,41.08,CMU-MOSEI,neutral
225416[11],en,movie Alien 3 is not so good of a movie and this is the worst of the four in my opinion.,"['good' 'movie' 'alien' 'three' 'is' 'not' 'so' 'good' 'of' 'a' 'movie'
 'sp' 'and' 'this' 'is' 'the' 'worst' 'of' 'the' 'four' 'sp' 'uhh' 'in'
 'my' 'opinion' 'sp']",0.9042553191489362,225416,11.745,17.963,CMU-MOSEI,neutral
225770[11],en,trial. He's on trial for completing that exorcism and the only time you get to see Emily Rose is actually through flashbacks or through his storytelling.,"['sp' 'trial' ""he's"" 'on' 'trial' 'sp' 'for' 'umm' 'completing' 'that'
 'and' 'sp' 'the' 'only' 'time' 'you' 'get' 'sp' 'to' 'see' 'emily' 'rose'
 'is' 'actually' 'through' 'flashbacks' 'or' 'through' 'his'
 'storytelling' 'sp' 'umm']",0.935064935064935,225770,48.332,60.177,CMU-MOSEI,neutral
225770[5],en,alone it's gonna get a one out of five for me.,"['alone' ""it's"" 'gonna' 'get' 'a' 'one' 'out' 'of' 'five' 'sp' 'from' 'me'
 'sp' 'umm']",0.9183673469387756,225770,101.161,104.127,CMU-MOSEI,neutral
226601[15],en,the girl. He's an Indian tracker so he has the ability to help find the girl.,"['find' 'the' 'girl' ""he's"" 'an' 'indian' 'tracker' 'sp' 'umm' 'so' 'he'
 'has' 'the' 'ability' 'sp' 'uhh' 'to' 'help' 'sp' 'find' 'the' 'girl'
 'sp' 'umm']",0.8538011695906432,226601,35.301,42.427,CMU-MOSEI,neutral
226601[16],en,I gotta say I honestly didn't get this one. I didn't think,"['umm' 'sp' 'i' 'gotta' 'sp' 'say' 'i' 'honestly' ""didn't"" 'get' 'this'
 'one' 'i' ""didn't"" 'think']",0.8780487804878049,226601,42.325,45.66,CMU-MOSEI,neutral
226601[6],en,This particular version actually comes with the first disc which has the movie on it and then you have a second this has a whole lot of bonus features actually,"['sp' 'uhh' 'sp' 'this' 'particular' 'version' 'actually' 'sp' 'comes'
 'sp' 'with' 'sp' 'the' 'first' 'disc' 'which' 'has' 'sp' 'the' 'movie'
 'on' 'it' 'and' 'then' 'you' 'have' 'the' 'second' 'disc' 'sp' 'that'
 'has' 'a' 'whole' 'lot' 'of' 'sp' 'uhh' 'bonus' 'features' 'actually']",0.9404761904761904,226601,61.282,72.469,CMU-MOSEI,neutral
226601[7],en,features actually three alternate endings maybe if they,"['bonus' 'features' 'actually' 'umm' 'sp' 'three' 'alternate' 'endings'
 'sp' 'maybe' 'if' 'they']",0.9166666666666666,226601,71.469,75.422,CMU-MOSEI,neutral
226640[1],en,This movie tracks the story of two generations of Indian Americans that basically believed their homeland to come to America.,"['on' 'sp' 'this' 'movie' 'tracks' 'the' 'story' 'of' 'sp' 'two'
 'generations' 'of' 'sp' 'indian' 'americans' 'sp' 'that' 'sp' 'uhh'
 'basically' 'sp' 'believe' 'sp' 'their' 'sp' 'homeland' 'to' 'sp' 'come'
 'to' 'america' 'sp']",0.9333333333333332,226640,3.992,13.194,CMU-MOSEI,neutral
227173[14],en,"On the opposite end of the spectrum, you had Eddie Murphy's character who's kind of arrogant and all about being on TV ready for his time in the spotlight","['umm' 'sp' 'on' 'the' 'opposite' 'end' 'of' 'the' 'spectrum' 'you' 'have'
 'stutter' 'sp' 'eddie' ""murphy's"" 'character' ""who's"" 'kind' 'of' 'sp'
 'arrogant' 'and' 'sp' 'all' 'about' 'being' 'on' 'tv' 'sp' 'uhh' 'ready'
 'for' 'his' 'time' 'in' 'the' 'spotlight' 'sp']",0.8963414634146342,227173,47.663,58.99,CMU-MOSEI,neutral
227416[3],en,"So nothing big there just a couple of things, but definitely","['uhh' 'sp' 'so' 'sp' 'nothing' 'big' 'there' 'just' 'a' 'couple' 'of'
 'sp' 'things' 'but' 'definitely']",0.943089430894309,227416,87.842,91.685,CMU-MOSEI,neutral
227416[6],en,"essentially chest, palm material is a crime boss and Robert Janero is a best driver so you have two opposite sides of the tracks and in between these two gentlemen is Robert Janero's son who's seeing the best of both worlds.","['on' 'sp' 'uhh' 'essentially' 'chazz' 'sp' 'is' 'a' 'crime' 'boss' 'sp'
 'and' 'sp' 'robert' 'de' 'niro' 'is' 'a' 'bus' 'driver' 'so' 'you' 'have'
 'two' 'opposite' 'sides' 'of' 'the' 'tracks' 'sp' 'and' 'in' 'between'
 'these' 'two' 'gentlemen' 'is' 'robert' 'de' 'son' 'sp' 'who' 'is'
 'seeing' 'the' 'best' 'of' 'both' 'sp' 'worlds' 'sp' 'umm']",0.9178082191780822,227416,22.909,38.845,CMU-MOSEI,neutral
227416[7],en,"He has his father that has everyone's respect because he earned it, but he has the work hard for it. And he sees the crime boss who has everybody's respect because they're all scared to death of him.","['sp' 'umm' 'he' 'has' 'his' 'father' 'sp' 'that' 'sp' 'has' ""everyone's""
 'respect' 'sp' 'because' 'he' 'sp' 'earned' 'it' 'sp' 'but' 'he' 'has'
 'to' 'work' 'hard' 'for' 'it' 'sp' 'and' 'he' 'sees' 'the' 'crime' 'boss'
 'who' 'sp' 'has' ""everybody's"" 'respect' 'sp' 'because' ""they're"" 'all'
 'scared' 'to' 'death' 'of' 'him' 'umm' 'sp' 'so']",0.9301204819277108,227416,38.733,53.293,CMU-MOSEI,neutral
22821[14],en,So my dad bought this for my mom.,['form' 'sp' 'so' 'my' 'dad' 'bought' 'this' 'for' 'my' 'mom' 'sp'],0.8857142857142857,22821,25.783,28.279,CMU-MOSEI,neutral
22821[17],en,has a lot to do with the Jewish culture and things like that.,"['sp' 'umm' 'it' 'has' 'a' 'lot' 'to' 'do' 'with' 'jewish' 'culture' 'sp'
 'and' 'things' 'like' 'that' 'sp' 'umm']",0.8702290076335878,22821,34.543,38.646,CMU-MOSEI,neutral
22821[5],en,It's described as the most powerful movie ever made. I wouldn't.,"['sp' ""it's"" 'sp' 'described' 'as' 'the' 'most' 'powerful' 'movie' 'ever'
 'made' 'i' ""wouldn't"" 'sp']",0.8955223880597015,22821,53.091,56.535,CMU-MOSEI,neutral
22880[10],en,"A few documentaries about how the visual effects were made, how the stunts were made.","['commentary' 'sp' 'a' 'few' 'documentaries' 'about' 'sp' 'stutter' 'how'
 'the' 'visual' 'effects' 'were' 'made' 'how' 'the' 'stunts' 'were' 'made'
 'sp' 'uhh']",0.8586387434554974,22880,48.9,54.21,CMU-MOSEI,neutral
22880[2],en,how the creatures were thought up.,['sp' 'uhh' 'how' 'the' 'creatures' 'were' 'thought' 'up' 'sp'],0.8918918918918919,22880,54.059,56.645,CMU-MOSEI,neutral
229090[2],en,You can't really tell that Torga is a sadder because you don't see his hugs So each looking you got with very large knees and walks funny,"['sp' 'him' 'you' ""can't"" 'sp' 'really' 'tell' 'sp' 'that' 'a' 'because'
 'sp' 'you' ""don't"" 'see' 'his' 'sp' 'hooves' 'sp' 'so' 'he' 'just'
 'looks' 'like' 'a' 'guy' 'with' 'very' 'sp' 'large' 'sp' 'knees' 'and'
 'walks' 'funny' 'sp']",0.8872727272727273,229090,71.399,79.453,CMU-MOSEI,neutral
229903[3],en,there after a Chinese mastermind there's a loss of action in this movie. I did not find this rush hour three to be as funny as the other two rush hour movies. I really,"['sp' 'umm' ""they're"" 'after' 'a' 'chinese' 'sp' 'mastermind' 'sp'
 ""there's"" 'uhh' 'lots' 'of' 'action' 'sp' 'in' 'this' 'sp' 'movie' 'sp'
 'umm' 'i' 'did' 'not' 'sp' 'find' 'this' 'sp' 'rush' 'hour' 'sp' 'three'
 'sp' 'to' 'be' 'as' 'sp' 'funny' 'sp' 'as' 'sp' 'the' 'other' 'two'
 'rush' 'hour' 'movies' 'sp' 'i' 'really']",0.9121813031161472,229903,15.915,30.824,CMU-MOSEI,neutral
230252[14],en,I don't like the whole alien versus prior to franchise.,"['sp' 'i' ""don't"" 'like' 'the' 'whole' 'alien' 'versus' 'sp' 'predator'
 'franchise' 'sp']",0.912280701754386,230252,56.303,60.017,CMU-MOSEI,neutral
233389[3],en,"This is a movie about a newspaper reporter, hardworking, lower class, honest to the fault, newspaper reporter, investigating something that happened in a rich family with their daughter, Jean Harlow.","['uhh' 'sp' 'this' 'is' 'a' 'movie' 'about' 'sp' 'a' 'sp' 'uhh' 'sp'
 'newspaper' 'reporter' 'sp' 'hard' 'working' 'sp' 'lower' 'class' 'sp'
 'honest' 'sp' 'to' 'the' 'fault' 'sp' 'newspaper' 'reporter' 'sp'
 'investigating' 'umm' 'sp' 'something' 'that' 'happen' 'in' 'a' 'rich'
 'family' 'sp' 'uhh' 'sp' 'who' 'sp' 'with' 'their' 'sp' 'stutter'
 'daughter' 'jean' 'harlow' 'sp']",0.8995215311004785,233389,13.002,35.702,CMU-MOSEI,neutral
234046[17],en,This movie is a little stranger than most. It really was very odd.,"['sp' 'uhh' 'sp' 'this' ""movie's"" 'a' 'little' 'sp' 'stranger' 'than'
 'most' 'sp' 'it' 'really' 'was' 'sp' 'very' 'sp' 'odd' 'sp']",0.8985507246376812,234046,60.294,65.874,CMU-MOSEI,neutral
234046[19],en,"It was okay, this is a big conspiracy to unleash a bunch of demons from hell. And Keanu Reeves is trying to stop this. And Rachel Wise plays a cop who sort of reluctantly agrees to help him, basically reluctantly, because she doesn't really believe him. And he has an assistant too. The assistant has some pretty funny parts.","['was' 'okay' ""there's"" 'a' 'big' 'sp' 'sort' 'of' 'uhh' 'conspiracy' 'to'
 'unleash' 'a' 'bunch' 'of' 'sp' 'demons' 'sp' 'from' 'hell' 'sp' 'and'
 'sp' 'umm' 'sp' 'keanu' 'reeves' 'is' 'trying' 'to' 'stop' 'this' 'sp'
 'and' 'sp' 'umm' 'sp' 'rachel' 'weiss' 'plays' 'a' 'cop' 'who' 'sp'
 'sort' 'of' 'reluctantly' 'agrees' 'to' 'help' 'him' 'basically'
 'reluctantly' 'because' 'she' ""doesn't"" 'really' 'sp' 'believe' 'him'
 'sp' 'and' 'he' 'has' 'an' 'assistant' 'who' 'uhh' 'the' 'assistant'
 'has' 'some' 'pretty' 'funny' 'parts' 'sp']",0.9161676646706588,234046,68.745,93.691,CMU-MOSEI,neutral
234053[26],en,We have some special features here. We have additional features.,"['hundred' 'we' 'sp' 'have' 'some' 'special' 'features' 'here' 'we' 'have'
 'additional']",0.88,234053,35.85,38.676,CMU-MOSEI,neutral
234587[19],en,"for weeks. So definitely, definitely keep this for the grownups.","['for' 'weeks' 'so' 'definitely' 'sp' 'definitely' 'keep' 'this' 'for'
 'the' 'grownups' 'sp' 'uhh']",0.9302325581395348,234587,28.576,32.151,CMU-MOSEI,neutral
236021[6],en,really he thinks the whole situation is silly so.,"['anybody' 'really' 'he' 'thinks' 'sp' 'the' 'sp' 'whole' 'sp' 'situation'
 'is' 'sp' 'silly' 'so' 'sp']",0.9142857142857144,236021,28.437,32.709,CMU-MOSEI,neutral
236399[8],en,retainer and it'll get me wrong. There's some funny parts in it.,"['entertainer' 'sp' 'and' ""don't"" 'get' 'me' 'wrong' ""there's"" 'some'
 'funny' 'parts' 'in' 'it' 'sp']",0.8721804511278195,236399,17.661,21.515,CMU-MOSEI,neutral
236442[5],en,this movie. It seemed like there was a lot of drag time in this movie.,"['with' 'this' 'movie' 'it' 'sp' 'seemed' 'like' 'there' 'was' 'a' 'lot'
 'of' 'drag' 'sp' 'time' 'in' 'this' 'sp' 'movie' 'sp' 'umm' 'sp']",0.91156462585034,236442,13.391,16.845,CMU-MOSEI,neutral
23656[13],en,"to watch, but maybe they younger kids will find it.","['to' 'watch' 'sp' 'but' 'maybe' 'the' 'younger' 'sp' 'kids' 'would'
 'like' 'sp' 'it' 'sp']",0.9,23656,86.265,88.752,CMU-MOSEI,neutral
236696[11],en,A guy who's had this lifelong crush on Drew very more decides 20 years later that he's going to make his dream come true and go on a date.,"['umm' 'a' 'guy' 'sp' 'umm' 'sp' ""who's"" 'sp' 'had' 'sp' 'this' 'lifelong'
 'sp' 'uhh' 'crush' 'sp' 'on' 'drew' 'barrymore' 'sp' 'umm' 'sp' 'decides'
 'twenty' 'years' 'later' 'that' ""he's"" 'sp' 'going' 'sp' 'to' 'sp' 'make'
 'his' 'dream' 'come' 'true' 'and' 'go' 'on' 'a' 'date' 'sp']",0.882943143812709,236696,10.368,25.775,CMU-MOSEI,neutral
237009[6],en,I think they were reaching for this one.,"['sp' 'i' 'sp' 'think' 'they' 'were' 'reaching' 'sp' 'for' 'this' 'one'
 'sp']",0.8941176470588236,237009,12.403,15.389,CMU-MOSEI,neutral
237363[3],en,"Figures is gonna be a sweet movie. I didn't think he'd... well, I mean, I really probably wasn't thinking at all because we could think about it The night where before Christmas is sort of like a musical","['christmas' 'sp' 'figured' 'this' 'was' 'gonna' 'sweet' 'movie' 'i'
 ""didn't"" 'think' ""he'd"" 'sp' 'well' 'i' 'mean' 'sp' 'i' 'sp' 'really'
 ""wasn't"" 'probably' 'thinking' 'at' 'all' 'because' 'if' 'you' 'think'
 'about' 'it' 'the' 'nightmare' 'before' 'christmas' 'is' 'sort' 'of'
 'like' 'a' 'musical' 'sp']",0.882494004796163,237363,67.089,76.25,CMU-MOSEI,neutral
238023[32],en,It's a totally different creature and you might not like it at all.,"['sp' ""it's"" 'a' 'totally' 'different' 'creature' 'and' 'you' 'might'
 'not' 'like' 'it' 'at' 'all' 'sp']",0.9420289855072465,238023,162.981,166.316,CMU-MOSEI,neutral
238023[37],en,"There I could not hate this movie anymore. Well, I","['sp' 'there' 'i' 'could' 'not' 'hate' 'this' 'movie' 'any' 'more' 'sp'
 'well' 'i']",0.8627450980392157,238023,20.694,23.121,CMU-MOSEI,neutral
238023[4],en,"Apparently, Time Magazine asked what more could you want in the movie?","['sp' 'apparently' 'time' 'magazine' 'asked' 'what' 'more' 'could' 'you'
 'want' 'in' 'a' 'movie' 'sp' 'well']",0.8888888888888888,238023,30.432,34.425,CMU-MOSEI,neutral
238039[2],en,"There are so many actors and actresses in this, it could have been so good, it could have been like red totally, but it wasn't.","['cute' 'sp' 'there' 'are' 'so' 'many' 'sp' 'actors' 'and' 'actresses'
 'in' 'this' 'it' 'could' 'have' 'been' 'sp' 'so' 'good' 'it' 'sp' 'could'
 'have' 'been' 'like' 'sp' 'but' 'it' ""wasn't"" 'sp' 'so']",0.935483870967742,238039,64.944,71.88,CMU-MOSEI,neutral
238100[3],en,I think the closest big star that they have in there is Carmen Electra and only a couple parts of her big.,"['uhh' 'sp' 'i' 'sp' 'think' 'the' 'closest' 'sp' 'uhh' 'big' 'star'
 'that' 'they' 'have' 'in' 'there' 'is' 'carmen' 'electra' 'and' 'sp'
 'only' 'a' 'couple' 'parts' 'of' 'her' 'are' 'big' 'sp' 'umm']",0.8986784140969163,238100,16.574,24.358,CMU-MOSEI,neutral
238645[18],en,We are talking about today naked gun 33 and a half the final insult and I,"['sp' 'we' 'are' 'talking' 'about' 'sp' 'today' 'sp' 'naked' 'gun' 'sp'
 'thirty' 'three' 'and' 'a' 'half' 'sp' 'the' 'final' 'insult' 'and' 'i']",0.8679245283018868,238645,10.4675736961,17.1945578231,CMU-MOSEI,neutral
238889[1],en,This one's obviously centered around a cell phone and a one miss call.,"['tape' 'sp' 'this' ""one's"" 'obviously' 'centered' 'around' 'a' 'cell'
 'phone' 'sp' 'and' 'one' 'missed' 'call' 'sp' 'now' 'these']",0.8717948717948718,238889,14.688,19.42,CMU-MOSEI,neutral
238889[9],en,of like just seeing it once and theaters or maybe rent it you know for a night time viewing and you know see if you can get scared essentially.,"['kind' 'of' 'sp' 'flick' 'just' 'see' 'it' 'once' 'sp' 'in' 'theaters'
 'sp' 'or' 'maybe' 'rent' 'it' 'uhh' 'you' 'know' 'for' 'a' 'night' 'time'
 'viewing' 'sp' 'and' 'uhh' 'sp' 'see' 'if' 'you' 'can' 'get' 'scared'
 'essentially' 'sp' 'uhh']",0.9241379310344828,238889,39.891,49.731,CMU-MOSEI,neutral
239235[14],en,There is never before release behind the scenes footage.,"['video' 'sp' ""there's"" 'sp' 'never' 'before' 'released' 'behind' 'the'
 'scenes' 'sp' 'footage' 'sp']",0.907563025210084,239235,41.677,45.839,CMU-MOSEI,neutral
239235[15],en,There's some games and there are three different versions of the film.,"['sp' 'uhh' 'sp' ""there's"" 'some' 'games' 'sp' 'and' 'sp' 'uhh' 'sp'
 'there' 'are' 'sp' 'three' 'different' 'sp' 'versions' 'sp' 'of' 'the'
 'film' 'sp']",0.8947368421052632,239235,45.747,51.756,CMU-MOSEI,neutral
239235[1],en,"This is the special edition, two disc platinum edition.","['sp' 'uhh' 'sp' 'this' 'sp' 'is' 'sp' 'the' 'special' 'edition' 'sp'
 'two' 'disc' 'sp' 'platinum' 'edition' 'sp']",0.9043478260869564,239235,3.912,8.973,CMU-MOSEI,neutral
239235[3],en,And really the best part is just the classic Disney Beauty and the Beast movie.,"['sp' 'and' 'sp' 'uhh' 'sp' 'but' 'sp' 'really' 'the' 'best' 'sp' 'part'
 'is' 'sp' 'the' 'sp' 'classic' 'sp' 'beauty' 'and' 'the' 'beast' 'movie'
 'sp' 'umm' 'sp']",0.85,239235,56.513,63.839,CMU-MOSEI,neutral
241172[0],en,"Hi guys, my name is Komet and today I'll be talking about latest release movie One Missile.","['sp' 'hi' 'guys' 'uhh' 'my' 'name' 'is' 'and' 'today' ""i'll"" 'be'
 'talking' 'about' 'the' 'latest' 'released' 'movie' 'one' 'missed' 'call'
 'sp']",0.8615384615384616,241172,1.268,8.804,CMU-MOSEI,neutral
241172[5],en,"This movie, it's a story that a few people get a call or get a voice mail that I'll take out.","['uhh' 'this' 'movie' 'starts' 'with' 'a' 'sp' 'story' 'that' 'sp' 'a'
 'few' 'people' 'get' 'a' 'call' 'or' 'get' 'a' 'voicemail' 'that' 'how'
 'they' 'died' 'like']",0.864321608040201,241172,32.976,41.569,CMU-MOSEI,neutral
241629[2],en,So overall I would not recommend seeing this movie. I would give it two out of five stars.,"['sp' 'so' 'overall' 'i' 'would' 'not' 'recommend' 'seeing' 'this' 'movie'
 'i' 'would' 'give' 'it' 'two' 'out' 'of' 'five' 'stars' 'sp' 'uhh']",0.918918918918919,241629,80.409,86.088,CMU-MOSEI,neutral
241629[9],en,"It's just, you know, had a few laughs and that sort of thing, but nothing, you know, just compared to knocked up, which was just absolutely falling the floor laughs. I didn't think it was going to be as good.","['sp' 'uhh' ""it's"" 'just' 'you' 'know' 'sp' 'i' 'had' 'a' 'few' 'laughs'
 'and' 'that' 'sort' 'of' 'thing' 'but' 'nothing' 'you' 'know' 'sp' 'just'
 'sp' 'compared' 'to' 'knocked' 'up' 'which' 'was' 'sp' 'just'
 'absolutely' 'sp' 'fall' 'on' 'the' 'floor' 'sp' 'laughs' 'sp' 'i'
 ""didn't"" 'think' 'it' 'was' 'nearly' 'as' 'good' 'sp']",0.9186602870813396,241629,56.683,69.146,CMU-MOSEI,neutral
243981[10],en,funny you have to admit that but,['be' 'funny' 'you' 'have' 'to' 'admit' 'that' 'sp' 'but' 'sp'],0.9552238805970148,243981,135.374,137.332,CMU-MOSEI,neutral
244180[1],en,I saw it in theaters a few weeks ago.,['today' 'sp' 'i' 'saw' 'it' 'in' 'theaters' 'a' 'few' 'weeks' 'ago' 'sp'],0.8860759493670886,244180,3.523,6.259,CMU-MOSEI,neutral
244261[21],en,You gotta watch the movie to see that because a lot of it comes towards the end of the movie.,"['umm' 'sp' 'and' 'you' 'gotta' 'watch' 'the' 'movie' 'to' 'see' 'that'
 'cause' 'a' 'lot' 'of' 'it' 'comes' 'toward' 'sp' 'the' 'end' 'of' 'the'
 'movie' 'but' 'umm']",0.898989898989899,244261,22.57,27.102,CMU-MOSEI,neutral
244261[7],en,"He ends up going and he stays in it, but I'm not saying how long or any of that","['sp' 'umm' 'he' 'ends' 'up' 'going' 'sp' 'and' 'he' 'stays' 'sp' 'umm'
 'in' 'it' 'but' ""i'm"" 'not' 'saying' 'how' 'long' 'sp' 'or' 'any' 'of'
 'that' 'sp' 'just']",0.8685714285714285,244261,90.296,97.821,CMU-MOSEI,neutral
244623[13],en,And this is at the beginning of the movie. I'm all towards the beginning.,"['sp' 'and' 'this' 'is' 'at' 'the' 'beginning' 'of' 'the' 'movie' 'sp'
 'umm' 'sp' 'well' 'sp' 'towards' 'the' 'beginning' 'sp']",0.918918918918919,244623,90.3959183673,96.1052154195,CMU-MOSEI,neutral
244623[2],en,kind of dumb everything,['sp' 'kind' 'of' 'sp' 'dumb' 'everything' 'sp' 'uhh'],0.8679245283018868,244623,38.9129251701,41.389569161,CMU-MOSEI,neutral
244817[8],en,"I got, you know, tries to get revenge and kills a lot of people as a barber because he's got them as a willing victim sitting there in his chair.","['sp' 'a' 'guy' 'sp' 'you' 'sp' 'know' 'sp' 'tries' 'to' 'get' 'sp'
 'revenge' 'sp' 'uhh' 'sp' 'and' 'sp' 'kills' 'a' 'lot' 'of' 'people' 'sp'
 'uhh' 'sp' 'as' 'a' 'barber' 'sp' 'because' ""he's"" 'got' 'a' 'mess' 'of'
 'sp' 'a' 'willing' 'victim' 'sitting' 'there' 'in' 'his' 'chair' 'so'
 'umm' 'sp']",0.8996763754045307,244817,65.453,77.927,CMU-MOSEI,neutral
245582[0],en,"Hello, Expo. This is my video review for the movie Meet the Spartans.","['sp' 'hello' 'expo' 'this' 'is' 'my' 'sp' 'video' 'review' 'for' 'the'
 'movie' 'sp' 'meet' 'sp' 'the' 'sp']",0.8837209302325582,245582,2.027,8.973,CMU-MOSEI,neutral
245582[13],en,If they thought that way.,['sp' 'if' 'they' 'thought' 'sp' 'that' 'way' 'sp'],0.8846153846153846,245582,29.474,31.612,CMU-MOSEI,neutral
247382[19],en,Whereas in the TV series he was accessible and sort of a lot more human than he is in this movie.,"['sp' 'umm' 'whereas' 'sp' 'in' 'the' 'tv' 'series' 'he' 'was' 'sp'
 'accessible' 'and' 'stutter' 'a' 'sp' 'lot' 'more' 'human' 'than' 'he'
 'is' 'sp' 'in' 'this' 'movie' 'umm']",0.8823529411764706,247382,48.471,55.986,CMU-MOSEI,neutral
248837[11],en,and pretty much is about this girl who wants to just be a dancer and everything and she meets a friend and he helps her out and everything but not,"['sp' 'and' 'sp' 'pretty' 'much' 'just' 'about' 'sp' 'this' 'girl' 'who'
 'sp' 'wants' 'to' 'just' 'be' 'a' 'dancer' 'and' 'everything' 'and' 'sp'
 'she' 'meets' 'a' 'friend' 'and' 'he' 'helps' 'her' 'out' 'and'
 'everything' 'but' 'sp' 'not']",0.9764309764309764,248837,27.649,38.656,CMU-MOSEI,neutral
250430[10],en,points and I thought I'd do that even a little bit different and better but any of me do that.,"['vantage' 'points' 'i' 'thought' ""it'd"" 'do' 'that' 'even' 'a' 'little'
 'bit' 'different' 'and' 'better' 'but' 'it' 'sp' ""didn't"" 'even' 'do'
 'that' 'sp' 'umm' 'sp']",0.8585365853658536,250430,41.647,46.777,CMU-MOSEI,neutral
250430[1],en,I think this movie got number one over the weekend,"['sp' 'uhh' 'i' 'think' 'this' 'movie' 'got' 'number' 'one' 'sp' 'over'
 'sp' 'uhh' 'sp' 'the' 'weekend' 'sp']",0.8828828828828829,250430,10.468,15.658,CMU-MOSEI,neutral
